patch,category,id,name,wpa,sample_size
16.1,Keystone,8369,First Strike,-1.908,176
16.1,Keystone,8010,Conqueror,-1.9328,6573
16.1,Keystone,9923,Hail of Blades,-0.0919,5476
16.1,Keystone,8005,Press the Attack,0.3256,60367
16.1,Keystone,8008,Lethal Tempo,-0.6149,3727
16.1,Keystone,8128,Dark Harvest,-14.9134,110
16.1,Spell,3,Exhaust,4.1947,108
16.1,Spell,4,Flash,-0.0001,74293
16.1,Spell,6,Ghost,0.0018,415
16.1,Spell,11,Smite,0.0,76641
16.1,Spell,14,Ignite,-0.4365,1764
16.1,Starter,1101,Scorchclaw Pup,0.0085,18472
16.1,Starter,1102,Gustwalker Hatchling,-0.3855,45037
16.1,Starter,1103,Mosstomper Seedling,1.3241,12994
16.1,Boots,3006,Berserker's Greaves,-2.9229,625
16.1,Boots,3009,Boots of Swiftness,-1.8204,866
16.1,Boots,3047,Plated Steelcaps,0.5753,34072
16.1,Boots,3111,Mercury's Treads,-0.6076,29785
16.1,Boots,3158,Ionian Boots of Lucidity,-0.2008,1301
16.1,1st Item,2517,Endless Hunger,-4.2707,429
16.1,1st Item,2520,Bastionbreaker,-5.9289,488
16.1,1st Item,3032,Yun Tal Wildarrows,-5.3682,818
16.1,1st Item,3071,Black Cleaver,-0.8124,794
16.1,1st Item,3142,Youmuu's Ghostblade,0.0799,326
16.1,1st Item,3153,Blade of The Ruined King,0.5068,32701
16.1,1st Item,3179,Umbral Glaive,-0.0492,298
16.1,1st Item,3748,Titanic Hydra,0.5173,16246
16.1,1st Item,6610,Sundered Sky,-0.3658,801
16.1,1st Item,6631,Stridebreaker,-0.6911,583
16.1,1st Item,6672,Kraken Slayer,-0.1796,7918
16.1,1st Item,6676,The Collector,-1.3091,6369
16.1,1st Item,6692,Eclipse,-1.913,991
16.1,1st Item,6697,Hubris,0.9486,977
16.1,1st Item,6698,Profane Hydra,-0.4801,4045
16.1,2nd Item,2501,Overlord's Bloodmail,-0.6196,598
16.1,2nd Item,2512,Fiendhunter Bolts,-6.9416,289
16.1,2nd Item,2517,Endless Hunger,-3.1175,1180
16.1,2nd Item,2520,Bastionbreaker,-2.8756,496
16.1,2nd Item,2524,Bandlepipes,-0.3217,141
16.1,2nd Item,3031,Infinity Edge,-2.0726,778
16.1,2nd Item,3032,Yun Tal Wildarrows,-2.6664,171
16.1,2nd Item,3033,Mortal Reminder,-4.9306,197
16.1,2nd Item,3036,Lord Dominik's Regards,-1.6598,579
16.1,2nd Item,3053,Sterak's Gage,-0.4777,222
16.1,2nd Item,3065,Spirit Visage,-1.2498,519
16.1,2nd Item,3071,Black Cleaver,0.8887,34964
16.1,2nd Item,3091,Wit's End,-1.4634,119
16.1,2nd Item,3142,Youmuu's Ghostblade,2.6614,176
16.1,2nd Item,3153,Blade of The Ruined King,-0.2225,3433
16.1,2nd Item,3156,Maw of Malmortius,0.3882,260
16.1,2nd Item,3748,Titanic Hydra,-0.889,6021
16.1,2nd Item,3814,Edge of Night,-2.7628,382
16.1,2nd Item,6333,Death's Dance,1.508,1920
16.1,2nd Item,6610,Sundered Sky,0.4209,4819
16.1,2nd Item,6631,Stridebreaker,-2.8235,313
16.1,2nd Item,6672,Kraken Slayer,-1.668,1216
16.1,2nd Item,6673,Immortal Shieldbow,2.5798,276
16.1,2nd Item,6675,Navori Flickerblade,-1.8249,113
16.1,2nd Item,6676,The Collector,-1.3535,6003
16.1,2nd Item,6692,Eclipse,1.9929,273
16.1,2nd Item,6695,Serpent's Fang,-4.822,367
16.1,2nd Item,6697,Hubris,-2.3197,308
16.1,2nd Item,6698,Profane Hydra,-0.8112,2110
16.1,2nd Item,6701,Opportunity,-2.7352,259
16.1,3rd Item,2501,Overlord's Bloodmail,-0.2628,571
16.1,3rd Item,2512,Fiendhunter Bolts,-4.1569,129
16.1,3rd Item,2517,Endless Hunger,-1.3653,3293
16.1,3rd Item,2520,Bastionbreaker,-5.8062,300
16.1,3rd Item,2524,Bandlepipes,1.0788,116
16.1,3rd Item,2525,Protoplasm Harness,-0.0666,203
16.1,3rd Item,3026,Guardian Angel,2.6852,562
16.1,3rd Item,3031,Infinity Edge,-2.2408,1317
16.1,3rd Item,3033,Mortal Reminder,1.6687,1051
16.1,3rd Item,3036,Lord Dominik's Regards,0.3464,3048
16.1,3rd Item,3053,Sterak's Gage,0.7521,2322
16.1,3rd Item,3065,Spirit Visage,-1.1181,4327
16.1,3rd Item,3071,Black Cleaver,0.0487,5358
16.1,3rd Item,3075,Thornmail,1.3336,215
