patch,category,id,name,wpa,sample_size
16.1,Keystone,8230,Stormraider's Surge,-0.4337,40167
16.1,Keystone,8010,Conqueror,0.6872,8922
16.1,Keystone,8214,Summon Aery,0.5314,25885
16.1,Keystone,8112,Electrocute,-1.1213,1320
16.1,Spell,4,Flash,0.0485,74990
16.1,Spell,6,Ghost,-0.134,56135
16.1,Spell,12,Teleport,-6.7673,2873
16.1,Spell,14,Ignite,1.2786,19170
16.1,Starter,1052,Amplifying Tome,-6.1634,136
16.1,Starter,1054,Doran's Shield,-7.8869,3035
16.1,Starter,1056,Doran's Ring,0.5321,66027
16.1,Starter,1082,Dark Seal,-1.3966,7099
16.1,Boots,3009,Boots of Swiftness,0.0872,9104
16.1,Boots,3020,Sorcerer's Shoes,0.3522,22995
16.1,Boots,3047,Plated Steelcaps,0.3768,457
16.1,Boots,3111,Mercury's Treads,-0.8231,1245
16.1,Boots,3158,Ionian Boots of Lucidity,-0.0131,40712
16.1,1st Item,3041,Mejai's Soulstealer,4.4161,130
16.1,1st Item,3089,Rabadon's Deathcap,-2.8709,893
16.1,1st Item,3146,Hextech Gunblade,-7.0587,109
16.1,1st Item,3152,Hextech Rocketbelt,1.0477,28652
16.1,1st Item,4628,Horizon Focus,-3.0832,11746
16.1,1st Item,4629,Cosmic Drive,0.2273,23468
16.1,1st Item,4633,Riftmaker,0.7827,3142
16.1,1st Item,4645,Shadowflame,-1.002,240
16.1,1st Item,4646,Stormsurge,0.7123,5130
16.1,1st Item,6653,Liandry's Torment,-3.711,135
16.1,2nd Item,3041,Mejai's Soulstealer,1.915,2026
16.1,2nd Item,3065,Spirit Visage,-1.826,103
16.1,2nd Item,3089,Rabadon's Deathcap,0.9004,22797
16.1,2nd Item,3135,Void Staff,0.6966,373
16.1,2nd Item,3137,Cryptbloom,0.69,187
16.1,2nd Item,3152,Hextech Rocketbelt,-1.8566,1263
16.1,2nd Item,3157,Zhonya's Hourglass,0.4181,1042
16.1,2nd Item,4628,Horizon Focus,-2.917,2357
16.1,2nd Item,4629,Cosmic Drive,-1.5427,4584
16.1,2nd Item,4633,Riftmaker,0.0193,23436
16.1,2nd Item,4645,Shadowflame,-1.586,2909
16.1,2nd Item,4646,Stormsurge,-0.5983,4200
16.1,2nd Item,6653,Liandry's Torment,-2.9058,312
16.1,3rd Item,3041,Mejai's Soulstealer,0.9239,3509
16.1,3rd Item,3065,Spirit Visage,0.4294,217
16.1,3rd Item,3089,Rabadon's Deathcap,0.4264,18654
16.1,3rd Item,3102,Banshee's Veil,-0.3368,117
16.1,3rd Item,3135,Void Staff,-0.3211,3501
16.1,3rd Item,3137,Cryptbloom,0.6236,409
16.1,3rd Item,3152,Hextech Rocketbelt,-0.0637,440
16.1,3rd Item,3157,Zhonya's Hourglass,-0.7458,3671
16.1,3rd Item,3165,Morellonomicon,-1.3411,176
16.1,3rd Item,4628,Horizon Focus,-0.9976,826
16.1,3rd Item,4629,Cosmic Drive,-1.4326,1939
16.1,3rd Item,4633,Riftmaker,-0.4047,6770
16.1,3rd Item,4645,Shadowflame,0.2688,2408
16.1,3rd Item,4646,Stormsurge,-0.113,2589
16.1,3rd Item,6653,Liandry's Torment,-4.6444,242
16.1,3rd Item,8010,Bloodletter's Curse,0.6518,129
16.1,4th+ Item,3041,Mejai's Soulstealer,-0.3151,3455
16.1,4th+ Item,3065,Spirit Visage,0.1626,364
16.1,4th+ Item,3089,Rabadon's Deathcap,-0.615,3291
16.1,4th+ Item,3102,Banshee's Veil,1.0039,282
16.1,4th+ Item,3135,Void Staff,0.1993,5267
16.1,4th+ Item,3137,Cryptbloom,-2.8441,456
16.1,4th+ Item,3152,Hextech Rocketbelt,-3.0854,322
16.1,4th+ Item,3157,Zhonya's Hourglass,0.2589,6899
16.1,4th+ Item,3165,Morellonomicon,-2.5073,423
16.1,4th+ Item,4628,Horizon Focus,-2.7239,364
16.1,4th+ Item,4629,Cosmic Drive,-0.0538,1009
16.1,4th+ Item,4633,Riftmaker,0.8785,1892
16.1,4th+ Item,4645,Shadowflame,0.7367,1939
16.1,4th+ Item,4646,Stormsurge,0.4325,1233
16.1,4th+ Item,6653,Liandry's Torment,3.7591,186
16.1,All Items,3041,Mejai's Soulstealer,0.7241,9122
16.1,All Items,3065,Spirit Visage,-0.3502,744
16.1,All Items,3089,Rabadon's Deathcap,0.5219,45647
16.1,All Items,3102,Banshee's Veil,0.3413,460
16.1,All Items,3135,Void Staff,0.0146,9208
16.1,All Items,3137,Cryptbloom,-1.1088,1074
16.1,All Items,3146,Hextech Gunblade,-7.2615,222
16.1,All Items,3152,Hextech Rocketbelt,0.8697,30690
16.1,All Items,3157,Zhonya's Hourglass,-0.0731,11775
16.1,All Items,3165,Morellonomicon,-1.592,680
16.1,All Items,4628,Horizon Focus,-2.9342,15299
16.1,All Items,4629,Cosmic Drive,-0.1466,31020
16.1,All Items,4633,Riftmaker,0.053,35278
16.1,All Items,4645,Shadowflame,-0.3527,7546
16.1,All Items,4646,Stormsurge,0.1043,13175
16.1,All Items,6653,Liandry's Torment,-2.0937,879
16.1,All Items,8010,Bloodletter's Curse,0.4325,311
16.2,Keystone,8230,Stormraider's Surge,-0.3448,39768
16.2,Keystone,8010,Conqueror,1.8011,7621
16.2,Keystone,8214,Summon Aery,0.1559,24506
16.2,Keystone,8128,Dark Harvest,-7.3514,101
16.2,Keystone,8112,Electrocute,-2.1259,1117
16.2,Spell,3,Exhaust,-4.3535,108
16.2,Spell,4,Flash,0.0263,70852
16.2,Spell,6,Ghost,-0.0894,54725
16.2,Spell,12,Teleport,-7.0061,1911
16.2,Spell,14,Ignite,0.9467,19124
16.2,Starter,1052,Amplifying Tome,-1.8631,107
16.2,Starter,1054,Doran's Shield,-6.0956,2824
16.2,Starter,1056,Doran's Ring,0.4827,63589
16.2,Starter,1082,Dark Seal,-1.929,6545
16.2,Boots,3009,Boots of Swiftness,0.8807,7640
16.2,Boots,3020,Sorcerer's Shoes,0.5104,21512
16.2,Boots,3047,Plated Steelcaps,-0.5143,653
16.2,Boots,3111,Mercury's Treads,0.1751,1370
16.2,Boots,3158,Ionian Boots of Lucidity,-0.4,40448
16.2,1st Item,3041,Mejai's Soulstealer,0.4007,121
16.2,1st Item,3089,Rabadon's Deathcap,1.3725,925
16.2,1st Item,3152,Hextech Rocketbelt,0.5158,36938
16.2,1st Item,3157,Zhonya's Hourglass,0.193,108
16.2,1st Item,4628,Horizon Focus,-4.9392,4619
16.2,1st Item,4629,Cosmic Drive,-0.0541,19221
16.2,1st Item,4633,Riftmaker,0.735,3868
16.2,1st Item,4645,Shadowflame,-1.3993,198
16.2,1st Item,4646,Stormsurge,0.2445,4575
16.2,1st Item,6653,Liandry's Torment,2.2706,173
16.2,2nd Item,3041,Mejai's Soulstealer,1.144,2313
16.2,2nd Item,3065,Spirit Visage,-1.2951,116
16.2,2nd Item,3089,Rabadon's Deathcap,0.1168,21365
16.2,2nd Item,3135,Void Staff,-5.3949,381
16.2,2nd Item,3137,Cryptbloom,-0.4508,138
16.2,2nd Item,3152,Hextech Rocketbelt,0.4243,1770
16.2,2nd Item,3157,Zhonya's Hourglass,-2.1411,949
16.2,2nd Item,4628,Horizon Focus,-0.1661,890
16.2,2nd Item,4629,Cosmic Drive,-1.1116,4456
16.2,2nd Item,4633,Riftmaker,0.1133,24743
16.2,2nd Item,4645,Shadowflame,-0.3546,3058
16.2,2nd Item,4646,Stormsurge,0.7257,2873
16.2,2nd Item,6653,Liandry's Torment,0.2915,416
16.2,3rd Item,3041,Mejai's Soulstealer,1.1252,3701
16.2,3rd Item,3065,Spirit Visage,-4.9286,363
16.2,3rd Item,3089,Rabadon's Deathcap,0.506,19313
16.2,3rd Item,3102,Banshee's Veil,-3.247,122
16.2,3rd Item,3135,Void Staff,-0.1221,3572
16.2,3rd Item,3137,Cryptbloom,-0.5772,339
16.2,3rd Item,3152,Hextech Rocketbelt,-1.2922,934
16.2,3rd Item,3157,Zhonya's Hourglass,-0.6344,3800
16.2,3rd Item,3165,Morellonomicon,2.3329,183
16.2,3rd Item,4628,Horizon Focus,-4.7107,680
16.2,3rd Item,4629,Cosmic Drive,-1.2468,1787
16.2,3rd Item,4633,Riftmaker,-0.0271,5986
16.2,3rd Item,4645,Shadowflame,-0.32,2306
16.2,3rd Item,4646,Stormsurge,-1.2743,1042
16.2,3rd Item,6653,Liandry's Torment,-0.9812,286
16.2,3rd Item,8010,Bloodletter's Curse,2.4263,104
16.2,4th+ Item,3041,Mejai's Soulstealer,0.056,3536
16.2,4th+ Item,3065,Spirit Visage,-1.2799,756
16.2,4th+ Item,3089,Rabadon's Deathcap,0.3105,3259
16.2,4th+ Item,3102,Banshee's Veil,1.8062,270
16.2,4th+ Item,3135,Void Staff,0.4191,5403
16.2,4th+ Item,3137,Cryptbloom,-1.5342,453
16.2,4th+ Item,3152,Hextech Rocketbelt,-0.0469,473
16.2,4th+ Item,3157,Zhonya's Hourglass,-0.0655,6057
16.2,4th+ Item,3165,Morellonomicon,-1.0814,408
16.2,4th+ Item,4628,Horizon Focus,0.0419,402
16.2,4th+ Item,4629,Cosmic Drive,-0.4107,1079
16.2,4th+ Item,4633,Riftmaker,-0.1806,1931
16.2,4th+ Item,4645,Shadowflame,0.2447,1833
16.2,4th+ Item,4646,Stormsurge,0.7503,1298
16.2,4th+ Item,6653,Liandry's Torment,-1.7109,290
16.2,All Items,3041,Mejai's Soulstealer,0.7297,9671
16.2,All Items,3065,Spirit Visage,-2.2013,1284
