patch,category,id,name,wpa,sample_size
16.1,Keystone,8369,First Strike,1.1993,661
16.1,Keystone,8010,Conqueror,-6.6565,140
16.1,Keystone,9923,Hail of Blades,-0.4797,71394
16.1,Keystone,8005,Press the Attack,0.5824,137
16.1,Keystone,8008,Lethal Tempo,-1.8081,124
16.1,Keystone,8437,Grasp of the Undying,5.0839,153
16.1,Keystone,8229,Arcane Comet,4.7198,10924
16.1,Keystone,8128,Dark Harvest,-1.0738,15114
16.1,Keystone,8112,Electrocute,-1.8086,354
16.1,Spell,3,Exhaust,0.7969,329
16.1,Spell,4,Flash,-1.4101,5460
16.1,Spell,6,Ghost,-3.2134,449
16.1,Spell,11,Smite,0.0,99197
16.1,Spell,14,Ignite,0.1047,92895
16.1,Starter,1101,Scorchclaw Pup,-0.0788,27580
16.1,Starter,1102,Gustwalker Hatchling,-0.0091,70510
16.1,Starter,1103,Mosstomper Seedling,2.9987,938
16.1,Boots,3006,Berserker's Greaves,-1.355,39626
16.1,Boots,3009,Boots of Swiftness,-1.3026,19093
16.1,Boots,3020,Sorcerer's Shoes,3.1297,5191
16.1,Boots,3047,Plated Steelcaps,1.1598,1472
16.1,Boots,3111,Mercury's Treads,-0.396,1251
16.1,Boots,3158,Ionian Boots of Lucidity,3.4837,23114
16.1,1st Item,2503,Blackfire Torch,4.6817,18363
16.1,1st Item,2512,Fiendhunter Bolts,-5.2518,132
16.1,1st Item,2520,Bastionbreaker,-3.3267,1950
16.1,1st Item,2524,Bandlepipes,5.4284,115
16.1,1st Item,3031,Infinity Edge,-0.5114,457
16.1,1st Item,3032,Yun Tal Wildarrows,-6.5133,151
16.1,1st Item,3078,Trinity Force,1.4389,137
16.1,1st Item,3097,Stormrazor,-6.8835,172
16.1,1st Item,3118,Malignance,3.4013,129
16.1,1st Item,3142,Youmuu's Ghostblade,-1.8067,30735
16.1,1st Item,3146,Hextech Gunblade,-2.313,351
16.1,1st Item,3153,Blade of The Ruined King,-1.258,345
16.1,1st Item,3179,Umbral Glaive,0.4848,15244
16.1,1st Item,3508,Essence Reaver,0.2974,2391
16.1,1st Item,6631,Stridebreaker,0.8547,286
16.1,1st Item,6653,Liandry's Torment,3.9837,2854
16.1,1st Item,6655,Luden's Echo,-2.1985,354
16.1,1st Item,6672,Kraken Slayer,0.6827,384
16.1,1st Item,6676,The Collector,-2.2009,6419
16.1,1st Item,6692,Eclipse,-0.8736,508
16.1,1st Item,6695,Serpent's Fang,-1.9205,379
16.1,1st Item,6697,Hubris,-1.0546,1827
16.1,1st Item,6698,Profane Hydra,-1.8332,7462
16.1,1st Item,6699,Voltaic Cyclosword,-2.1673,4099
16.1,1st Item,6701,Opportunity,0.8142,321
16.1,2nd Item,2503,Blackfire Torch,4.671,1000
16.1,2nd Item,2512,Fiendhunter Bolts,-4.5867,346
16.1,2nd Item,2520,Bastionbreaker,-2.0129,5608
16.1,2nd Item,2524,Bandlepipes,4.4802,295
16.1,2nd Item,3031,Infinity Edge,-1.6636,7392
16.1,2nd Item,3033,Mortal Reminder,-4.1979,296
16.1,2nd Item,3036,Lord Dominik's Regards,-2.0037,924
16.1,2nd Item,3041,Mejai's Soulstealer,3.932,458
16.1,2nd Item,3078,Trinity Force,-1.9091,126
16.1,2nd Item,3089,Rabadon's Deathcap,-0.0533,140
16.1,2nd Item,3097,Stormrazor,-3.943,321
16.1,2nd Item,3107,Redemption,-1.5724,125
16.1,2nd Item,3118,Malignance,3.7619,1223
16.1,2nd Item,3137,Cryptbloom,5.4147,210
16.1,2nd Item,3142,Youmuu's Ghostblade,-0.7313,4092
16.1,2nd Item,3146,Hextech Gunblade,5.6361,181
16.1,2nd Item,3153,Blade of The Ruined King,-3.5551,679
16.1,2nd Item,3157,Zhonya's Hourglass,3.2261,231
16.1,2nd Item,3179,Umbral Glaive,-0.2408,4269
