patch,category,id,name,wpa,sample_size
16.1,Keystone,8010,Conqueror,-7.1559,750
16.1,Keystone,8005,Press the Attack,-1.5073,11838
16.1,Keystone,8008,Lethal Tempo,0.4462,62572
16.1,Keystone,8437,Grasp of the Undying,-10.2967,291
16.1,Keystone,8439,Aftershock,-1.6906,103
16.1,Spell,4,Flash,0.0758,74655
16.1,Spell,6,Ghost,-4.6978,1173
16.1,Spell,11,Smite,0.0,75880
16.1,Starter,1101,Scorchclaw Pup,-1.7936,4044
16.1,Starter,1102,Gustwalker Hatchling,0.1492,67267
16.1,Starter,1103,Mosstomper Seedling,-0.626,4448
16.1,Boots,3006,Berserker's Greaves,-5.3362,186
16.1,Boots,3009,Boots of Swiftness,-0.5753,3963
16.1,Boots,3020,Sorcerer's Shoes,-5.0858,101
16.1,Boots,3047,Plated Steelcaps,1.0757,24326
16.1,Boots,3111,Mercury's Treads,-0.2094,34146
16.1,Boots,3158,Ionian Boots of Lucidity,-0.7681,9230
16.1,1st Item,2510,Dusk and Dawn,1.7486,45344
16.1,1st Item,2524,Bandlepipes,-2.1016,2040
16.1,1st Item,3071,Black Cleaver,0.4043,295
16.1,1st Item,3078,Trinity Force,-3.333,6513
16.1,1st Item,3115,Nashor's Tooth,-2.5422,897
16.1,1st Item,3146,Hextech Gunblade,-6.5275,561
16.1,1st Item,3152,Hextech Rocketbelt,-2.9261,218
16.1,1st Item,3742,Dead Man's Plate,-8.6731,114
16.1,1st Item,4629,Cosmic Drive,-1.881,11304
16.1,1st Item,4633,Riftmaker,-1.3528,130
16.1,1st Item,6610,Sundered Sky,-3.5065,662
16.1,1st Item,6657,Rod of Ages,-5.5243,2383
16.1,1st Item,6662,Iceborn Gauntlet,-1.8994,1907
16.1,1st Item,6675,Navori Flickerblade,-2.2566,708
16.1,2nd Item,2502,Unending Despair,-0.4596,317
16.1,2nd Item,2510,Dusk and Dawn,0.1328,1069
16.1,2nd Item,2524,Bandlepipes,-1.2886,1865
16.1,2nd Item,2525,Protoplasm Harness,-3.9744,170
16.1,2nd Item,3041,Mejai's Soulstealer,-1.9969,177
16.1,2nd Item,3065,Spirit Visage,-1.1837,4326
16.1,2nd Item,3071,Black Cleaver,-2.4558,141
16.1,2nd Item,3075,Thornmail,-1.0356,679
16.1,2nd Item,3078,Trinity Force,0.0487,215
16.1,2nd Item,3110,Frozen Heart,0.6546,323
16.1,2nd Item,3115,Nashor's Tooth,-0.9447,893
16.1,2nd Item,3143,Randuin's Omen,1.0851,318
16.1,2nd Item,3146,Hextech Gunblade,-2.2842,229
16.1,2nd Item,3152,Hextech Rocketbelt,1.3134,166
16.1,2nd Item,3161,Spear of Shojin,-4.7348,1412
16.1,2nd Item,3742,Dead Man's Plate,-1.1205,3031
16.1,2nd Item,4401,Force of Nature,-1.7174,163
16.1,2nd Item,4629,Cosmic Drive,-1.0744,2623
16.1,2nd Item,4633,Riftmaker,-1.5472,919
16.1,2nd Item,6610,Sundered Sky,-5.9587,471
16.1,2nd Item,6657,Rod of Ages,-0.29,247
16.1,2nd Item,6662,Iceborn Gauntlet,-0.572,2912
16.1,2nd Item,6675,Navori Flickerblade,0.6927,45403
16.1,3rd Item,2502,Unending Despair,0.3209,1005
16.1,3rd Item,2504,Kaenic Rookern,-0.9316,230
16.1,3rd Item,2510,Dusk and Dawn,1.1123,367
16.1,3rd Item,2524,Bandlepipes,-0.9782,1576
16.1,3rd Item,2525,Protoplasm Harness,1.3328,324
16.1,3rd Item,3041,Mejai's Soulstealer,2.6698,333
16.1,3rd Item,3053,Sterak's Gage,1.2162,240
16.1,3rd Item,3065,Spirit Visage,0.3679,28994
16.1,3rd Item,3075,Thornmail,-0.845,3507
16.1,3rd Item,3110,Frozen Heart,1.7961,823
16.1,3rd Item,3115,Nashor's Tooth,-0.6471,506
16.1,3rd Item,3143,Randuin's Omen,2.0981,1949
16.1,3rd Item,3146,Hextech Gunblade,-4.9014,143
16.1,3rd Item,3157,Zhonya's Hourglass,0.5177,120
16.1,3rd Item,3161,Spear of Shojin,-1.7859,197
16.1,3rd Item,3742,Dead Man's Plate,-0.4627,7619
16.1,3rd Item,4401,Force of Nature,-0.4506,336
16.1,3rd Item,4629,Cosmic Drive,-1.1888,917
16.1,3rd Item,4633,Riftmaker,-1.3839,567
16.1,3rd Item,6333,Death's Dance,-0.2663,202
16.1,3rd Item,6610,Sundered Sky,-1.0397,163
16.1,3rd Item,6662,Iceborn Gauntlet,-0.9864,705
16.1,3rd Item,6665,"Jak'Sho, The Protean",-3.7277,330
16.1,3rd Item,6675,Navori Flickerblade,-0.5766,3555
16.1,4th+ Item,2502,Unending Despair,-0.2152,2985
16.1,4th+ Item,2504,Kaenic Rookern,0.1155,721
16.1,4th+ Item,2510,Dusk and Dawn,3.708,162
16.1,4th+ Item,2524,Bandlepipes,-0.966,742
16.1,4th+ Item,2525,Protoplasm Harness,1.7071,862
16.1,4th+ Item,3026,Guardian Angel,4.4626,122
16.1,4th+ Item,3041,Mejai's Soulstealer,-0.7307,812
16.1,4th+ Item,3053,Sterak's Gage,3.7285,704
16.1,4th+ Item,3065,Spirit Visage,-0.0745,8045
16.1,4th+ Item,3075,Thornmail,-0.3214,9705
16.1,4th+ Item,3091,Wit's End,-6.7472,111
16.1,4th+ Item,3110,Frozen Heart,2.0905,1190
16.1,4th+ Item,3115,Nashor's Tooth,-1.9733,418
16.1,4th+ Item,3143,Randuin's Omen,1.3952,3492
16.1,4th+ Item,3146,Hextech Gunblade,-0.674,161
16.1,4th+ Item,3157,Zhonya's Hourglass,1.0525,394
16.1,4th+ Item,3161,Spear of Shojin,1.5909,143
16.1,4th+ Item,3742,Dead Man's Plate,-0.7497,7062
16.1,4th+ Item,4401,Force of Nature,0.1734,945
16.1,4th+ Item,4629,Cosmic Drive,1.2267,938
16.1,4th+ Item,4633,Riftmaker,0.6649,705
16.1,4th+ Item,6333,Death's Dance,2.7878,290
16.1,4th+ Item,6662,Iceborn Gauntlet,-0.5769,360
16.1,4th+ Item,6665,"Jak'Sho, The Protean",0.3606,2221
16.1,4th+ Item,6675,Navori Flickerblade,0.3882,1102
16.1,4th+ Item,8020,Abyssal Mask,1.8262,181
16.1,All Items,2501,Overlord's Bloodmail,-1.1508,102
16.1,All Items,2502,Unending Despair,-0.1442,4363
16.1,All Items,2504,Kaenic Rookern,0.4581,1057
16.1,All Items,2510,Dusk and Dawn,1.7131,46948
16.1,All Items,2517,Endless Hunger,-8.9449,209
16.1,All Items,2524,Bandlepipes,-1.437,6231
16.1,All Items,2525,Protoplasm Harness,0.7849,1391
16.1,All Items,3026,Guardian Angel,4.4687,148
16.1,All Items,3041,Mejai's Soulstealer,-0.1075,1328
16.1,All Items,3050,Zeke's Convergence,5.265,175
16.1,All Items,3053,Sterak's Gage,2.8238,1073
16.1,All Items,3065,Spirit Visage,0.1144,41457
16.1,All Items,3068,Sunfire Aegis,-2.9804,112
16.1,All Items,3071,Black Cleaver,-1.5894,549
16.1,All Items,3073,Experimental Hexplate,-2.3112,105
16.1,All Items,3075,Thornmail,-0.4833,13968
16.1,All Items,3078,Trinity Force,-3.2531,6890
16.1,All Items,3084,Heartsteel,-2.3457,167
16.1,All Items,3091,Wit's End,-6.247,215
16.1,All Items,3110,Frozen Heart,1.6748,2374
16.1,All Items,3115,Nashor's Tooth,-1.5562,2726
16.1,All Items,3119,Winter's Approach,0.0052,276
16.1,All Items,3143,Randuin's Omen,1.6043,5826
16.1,All Items,3146,Hextech Gunblade,-4.5974,1099
16.1,All Items,3152,Hextech Rocketbelt,-1.7248,453
16.1,All Items,3157,Zhonya's Hourglass,0.1245,552
16.1,All Items,3161,Spear of Shojin,-3.9585,1852
16.1,All Items,3181,Hullbreaker,0.6005,127
