patch,category,id,name,wpa,sample_size
16.1,Keystone,8369,First Strike,1.9722,788
16.1,Keystone,8214,Summon Aery,-0.0946,69169
16.1,Keystone,8465,Guardian,3.1444,13016
16.1,Keystone,8360,Unsealed Spellbook,-5.2161,130
16.1,Keystone,8229,Arcane Comet,-2.47,14118
16.1,Keystone,8128,Dark Harvest,-2.0393,415
16.1,Keystone,8112,Electrocute,-3.1644,817
16.1,Keystone,8351,Glacial Augment,5.0033,719
16.1,Spell,3,Exhaust,-0.5894,13634
16.1,Spell,4,Flash,0.0064,99392
16.1,Spell,7,Heal,0.3062,81105
16.1,Spell,12,Teleport,-1.7105,154
16.1,Spell,14,Ignite,-3.3311,4314
16.1,Spell,21,Barrier,-10.2853,208
16.1,Starter,3865,World Atlas,-0.0,99438
16.1,Boots,3009,Boots of Swiftness,-0.7639,4066
16.1,Boots,3020,Sorcerer's Shoes,-2.2892,3724
16.1,Boots,3047,Plated Steelcaps,-1.1313,552
16.1,Boots,3111,Mercury's Treads,0.5776,879
16.1,Boots,3158,Ionian Boots of Lucidity,0.1212,82997
16.1,2nd Item,2065,Shurelya's Battlesong,1.9732,573
16.1,2nd Item,2503,Blackfire Torch,-3.4605,3676
16.1,2nd Item,2522,Actualizer,-10.302,109
16.1,2nd Item,2524,Bandlepipes,0.5886,555
16.1,2nd Item,2526,Whispering Circlet,-0.7137,10303
16.1,2nd Item,3003,Archangel's Staff,-1.783,3507
16.1,2nd Item,3107,Redemption,-0.3497,7893
16.1,2nd Item,3116,Rylai's Crystal Scepter,-1.404,22652
16.1,2nd Item,3118,Malignance,-2.1235,634
16.1,2nd Item,3190,Locket of the Iron Solari,2.8683,126
16.1,2nd Item,3222,Mikael's Blessing,-3.0046,839
16.1,2nd Item,3504,Ardent Censer,0.8062,319
16.1,2nd Item,4005,Imperial Mandate,-0.323,478
16.1,2nd Item,6616,Staff of Flowing Water,-6.2291,103
16.1,2nd Item,6617,Moonstone Renewer,-0.2418,7595
16.1,2nd Item,6620,Echoes of Helia,2.1503,34087
16.1,2nd Item,6653,Liandry's Torment,-3.3395,424
16.1,2nd Item,6655,Luden's Echo,-3.7734,1181
16.1,3rd Item,2065,Shurelya's Battlesong,-1.3273,455
16.1,3rd Item,2503,Blackfire Torch,-3.6617,2625
16.1,3rd Item,2522,Actualizer,-2.391,147
16.1,3rd Item,2524,Bandlepipes,-0.4215,1482
16.1,3rd Item,2526,Whispering Circlet,1.4443,29593
16.1,3rd Item,3003,Archangel's Staff,-0.7703,4210
16.1,3rd Item,3107,Redemption,-0.6797,9647
16.1,3rd Item,3116,Rylai's Crystal Scepter,-1.0887,7787
16.1,3rd Item,3118,Malignance,-7.0886,522
16.1,3rd Item,3157,Zhonya's Hourglass,-2.0737,859
16.1,3rd Item,3165,Morellonomicon,-2.2823,583
16.1,3rd Item,3190,Locket of the Iron Solari,3.0611,347
16.1,3rd Item,3222,Mikael's Blessing,-1.3458,1459
16.1,3rd Item,3504,Ardent Censer,1.3956,658
16.1,3rd Item,4005,Imperial Mandate,-0.0045,602
16.1,3rd Item,4628,Horizon Focus,0.0229,187
16.1,3rd Item,4645,Shadowflame,-4.8363,290
16.1,3rd Item,4646,Stormsurge,-8.4524,116
16.1,3rd Item,6616,Staff of Flowing Water,1.7567,219
16.1,3rd Item,6617,Moonstone Renewer,-0.0641,10906
16.1,3rd Item,6620,Echoes of Helia,0.509,6647
16.1,3rd Item,6621,Dawncore,-0.9721,363
16.1,3rd Item,6653,Liandry's Torment,-4.8209,737
16.1,3rd Item,6655,Luden's Echo,-5.1099,294
16.1,4th+ Item,2065,Shurelya's Battlesong,2.6078,662
16.1,4th+ Item,2503,Blackfire Torch,-0.164,1432
16.1,4th+ Item,2522,Actualizer,-3.302,146
16.1,4th+ Item,2524,Bandlepipes,-0.5738,1228
16.1,4th+ Item,2526,Whispering Circlet,0.1755,2975
16.1,4th+ Item,3003,Archangel's Staff,-2.7916,1222
16.1,4th+ Item,3041,Mejai's Soulstealer,-4.9236,218
16.1,4th+ Item,3089,Rabadon's Deathcap,-5.2862,351
16.1,4th+ Item,3102,Banshee's Veil,2.2247,202
16.1,4th+ Item,3107,Redemption,0.0197,8375
16.1,4th+ Item,3116,Rylai's Crystal Scepter,-1.2279,3943
16.1,4th+ Item,3118,Malignance,-2.9637,255
16.1,4th+ Item,3137,Cryptbloom,-1.9187,269
16.1,4th+ Item,3157,Zhonya's Hourglass,-2.2495,1135
16.1,4th+ Item,3165,Morellonomicon,-2.1555,2419
16.1,4th+ Item,3190,Locket of the Iron Solari,2.2845,646
16.1,4th+ Item,3222,Mikael's Blessing,-0.2507,1682
16.1,4th+ Item,3504,Ardent Censer,0.5752,1214
16.1,4th+ Item,4005,Imperial Mandate,-1.1708,541
16.1,4th+ Item,4628,Horizon Focus,0.3366,255
16.1,4th+ Item,4645,Shadowflame,-2.7021,254
16.1,4th+ Item,6616,Staff of Flowing Water,1.2467,635
16.1,4th+ Item,6617,Moonstone Renewer,0.913,14039
16.1,4th+ Item,6620,Echoes of Helia,1.8943,3569
16.1,4th+ Item,6621,Dawncore,-0.2458,4089
