patch,category,id,name,wpa,sample_size
16.1,Keystone,8230,Stormraider's Surge,-8.767,296
16.1,Keystone,9923,Hail of Blades,-1.5334,1607
16.1,Keystone,8465,Guardian,-1.3743,10488
16.1,Keystone,8008,Lethal Tempo,-8.1222,152
16.1,Keystone,8360,Unsealed Spellbook,-1.2527,806
16.1,Keystone,8437,Grasp of the Undying,0.819,31222
16.1,Keystone,8229,Arcane Comet,-3.7603,196
16.1,Keystone,8439,Aftershock,-2.2784,297
16.1,Spell,3,Exhaust,-0.0944,9060
16.1,Spell,4,Flash,0.0195,44721
16.1,Spell,6,Ghost,-0.753,661
16.1,Spell,7,Heal,-0.2683,4394
16.1,Spell,12,Teleport,0.8407,188
16.1,Spell,14,Ignite,0.0427,31492
16.1,Starter,3865,World Atlas,0.0,45284
16.1,Boots,3009,Boots of Swiftness,-0.0473,5302
16.1,Boots,3047,Plated Steelcaps,0.045,22499
16.1,Boots,3111,Mercury's Treads,0.0504,12781
16.1,Boots,3158,Ionian Boots of Lucidity,-1.4838,409
16.1,2nd Item,2502,Unending Despair,1.2269,513
16.1,2nd Item,2510,Dusk and Dawn,-0.9809,1151
16.1,2nd Item,2524,Bandlepipes,-0.1604,6542
16.1,2nd Item,2525,Protoplasm Harness,-0.6416,682
16.1,2nd Item,3065,Spirit Visage,2.9583,113
16.1,2nd Item,3068,Sunfire Aegis,-4.5358,148
16.1,2nd Item,3075,Thornmail,-2.2121,552
16.1,2nd Item,3083,Warmog's Armor,2.6741,288
16.1,2nd Item,3084,Heartsteel,0.3651,28864
16.1,2nd Item,3109,Knight's Vow,5.7475,165
16.1,2nd Item,3190,Locket of the Iron Solari,-2.2104,3673
16.1,3rd Item,2502,Unending Despair,0.8306,5607
16.1,3rd Item,2504,Kaenic Rookern,0.8127,386
16.1,3rd Item,2510,Dusk and Dawn,0.3162,1017
16.1,3rd Item,2524,Bandlepipes,1.1782,3927
16.1,3rd Item,2525,Protoplasm Harness,1.4639,1696
16.1,3rd Item,3050,Zeke's Convergence,-6.8395,138
16.1,3rd Item,3065,Spirit Visage,-0.4127,3811
16.1,3rd Item,3068,Sunfire Aegis,-1.228,454
16.1,3rd Item,3075,Thornmail,-0.8013,7780
