patch,category,id,name,wpa,sample_size
16.1,Keystone,8010,Conqueror,-1.2326,1552
16.1,Keystone,8369,First Strike,1.4288,1148
16.1,Spell,3,Exhaust,6.6796,119
16.1,Spell,4,Flash,0.5153,2197
16.1,Spell,6,Ghost,-0.3931,973
16.1,Spell,12,Teleport,-2.195,1558
16.1,Spell,14,Ignite,1.9232,990
16.1,Starter,1054,Doran's Shield,-0.5097,513
16.1,Starter,1056,Doran's Ring,0.2745,2356
16.1,Boots,3009,Boots of Swiftness,-1.9325,105
16.1,Boots,3020,Sorcerer's Shoes,0.302,1599
16.1,Boots,3047,Plated Steelcaps,2.0595,377
16.1,Boots,3111,Mercury's Treads,-1.4036,588
16.1,Boots,3158,Ionian Boots of Lucidity,-0.5525,114
16.1,1st Item,2510,Dusk and Dawn,1.5914,1217
16.1,1st Item,3100,Lich Bane,-0.9676,279
16.1,1st Item,3115,Nashor's Tooth,-0.6245,898
16.1,1st Item,3146,Hextech Gunblade,-4.2706,156
16.1,1st Item,4633,Riftmaker,-1.6555,257
16.1,2nd Item,2510,Dusk and Dawn,1.8319,412
16.1,2nd Item,3115,Nashor's Tooth,1.2048,652
16.1,2nd Item,3146,Hextech Gunblade,0.8892,240
16.1,2nd Item,4633,Riftmaker,-1.8062,391
16.1,2nd Item,4645,Shadowflame,-0.2766,679
16.1,3rd Item,3089,Rabadon's Deathcap,0.5706,866
16.1,3rd Item,4633,Riftmaker,1.8367,283
16.1,3rd Item,4645,Shadowflame,-1.592,354
16.1,4th+ Item,3089,Rabadon's Deathcap,-1.1982,271
16.1,4th+ Item,3135,Void Staff,1.5438,381
16.1,4th+ Item,3157,Zhonya's Hourglass,0.1088,191
16.1,4th+ Item,4645,Shadowflame,0.5067,186
16.1,All Items,2510,Dusk and Dawn,1.5469,1718
16.1,All Items,3089,Rabadon's Deathcap,0.1055,1231
16.1,All Items,3100,Lich Bane,-1.7944,398
16.1,All Items,3115,Nashor's Tooth,-0.093,1641
16.1,All Items,3135,Void Staff,1.8742,441
16.1,All Items,3146,Hextech Gunblade,-0.7881,478
16.1,All Items,3157,Zhonya's Hourglass,-0.3465,295
16.1,All Items,4633,Riftmaker,-0.8712,985
16.1,All Items,4645,Shadowflame,-0.5342,1222
16.2,Keystone,8369,First Strike,2.3907,959
16.2,Keystone,8230,Stormraider's Surge,-0.4478,244
16.2,Keystone,8010,Conqueror,-0.6938,1734
16.2,Spell,3,Exhaust,2.9725,133
16.2,Spell,4,Flash,-0.7162,2015
16.2,Spell,6,Ghost,0.0356,1440
16.2,Spell,12,Teleport,-1.1369,1129
16.2,Spell,14,Ignite,1.4667,1528
16.2,Starter,1054,Doran's Shield,-1.9985,608
16.2,Starter,1056,Doran's Ring,0.3509,2485
16.2,Boots,3020,Sorcerer's Shoes,-0.9698,1547
16.2,Boots,3047,Plated Steelcaps,-0.9858,484
