patch,category,id,name,wpa,sample_size
16.1,Keystone,8369,First Strike,0.8976,736
16.1,Keystone,8010,Conqueror,-1.2658,143
16.1,Keystone,9923,Hail of Blades,-0.169,70924
16.1,Keystone,8005,Press the Attack,-1.7165,131
16.1,Keystone,8437,Grasp of the Undying,-6.8092,178
16.1,Keystone,8229,Arcane Comet,4.7895,180
16.1,Keystone,8128,Dark Harvest,-1.4594,4319
16.1,Keystone,8112,Electrocute,0.514,36607
16.1,Spell,3,Exhaust,-7.6482,183
16.1,Spell,4,Flash,-0.0038,113271
16.1,Spell,12,Teleport,0.0217,36302
16.1,Spell,14,Ignite,0.0299,76775
16.1,Spell,21,Barrier,-8.072,117
16.1,Starter,1054,Doran's Shield,-0.875,184
16.1,Starter,1056,Doran's Ring,-0.0497,103691
16.1,Starter,1082,Dark Seal,0.6095,9087
16.1,Boots,3009,Boots of Swiftness,1.5666,248
16.1,Boots,3020,Sorcerer's Shoes,0.2011,88613
16.1,Boots,3047,Plated Steelcaps,3.846,2059
16.1,Boots,3111,Mercury's Treads,0.498,15436
16.1,Boots,3158,Ionian Boots of Lucidity,-2.1766,854
16.1,1st Item,2510,Dusk and Dawn,0.6504,75463
16.1,1st Item,3100,Lich Bane,-1.7231,12525
16.1,1st Item,3115,Nashor's Tooth,0.2078,2826
16.1,1st Item,3146,Hextech Gunblade,1.8181,662
16.1,1st Item,3152,Hextech Rocketbelt,-1.7369,15042
16.1,1st Item,4645,Shadowflame,0.1199,857
16.1,1st Item,4646,Stormsurge,-0.2582,1551
16.1,1st Item,6655,Luden's Echo,-2.4522,712
16.1,2nd Item,2510,Dusk and Dawn,1.4194,8313
16.1,2nd Item,3041,Mejai's Soulstealer,1.5199,2930
16.1,2nd Item,3089,Rabadon's Deathcap,0.6503,3723
16.1,2nd Item,3100,Lich Bane,-0.3023,7397
16.1,2nd Item,3102,Banshee's Veil,-1.6679,164
16.1,2nd Item,3115,Nashor's Tooth,0.3768,12252
16.1,2nd Item,3135,Void Staff,1.1108,242
16.1,2nd Item,3146,Hextech Gunblade,0.0011,439
16.1,2nd Item,3152,Hextech Rocketbelt,-0.4087,7011
16.1,2nd Item,3157,Zhonya's Hourglass,-1.4056,1503
16.1,2nd Item,3165,Morellonomicon,-0.7764,105
16.1,2nd Item,4633,Riftmaker,1.7917,161
16.1,2nd Item,4645,Shadowflame,-0.3332,51050
16.1,2nd Item,4646,Stormsurge,0.211,3133
16.1,2nd Item,6655,Luden's Echo,1.3735,412
16.1,3rd Item,2510,Dusk and Dawn,-0.2726,632
16.1,3rd Item,3041,Mejai's Soulstealer,0.6983,3652
16.1,3rd Item,3089,Rabadon's Deathcap,0.3399,34525
16.1,3rd Item,3100,Lich Bane,-0.9451,742
16.1,3rd Item,3102,Banshee's Veil,0.5454,614
16.1,3rd Item,3115,Nashor's Tooth,-1.3147,2349
16.1,3rd Item,3135,Void Staff,-0.1746,2432
16.1,3rd Item,3146,Hextech Gunblade,-0.2233,142
16.1,3rd Item,3152,Hextech Rocketbelt,0.1452,1320
16.1,3rd Item,3157,Zhonya's Hourglass,-0.6358,7063
16.1,3rd Item,3165,Morellonomicon,-5.4646,229
16.1,3rd Item,4645,Shadowflame,-0.1453,13188
16.1,3rd Item,4646,Stormsurge,-0.6065,1475
16.1,3rd Item,6655,Luden's Echo,-7.1279,159
16.1,4th+ Item,2510,Dusk and Dawn,-1.8145,177
16.1,4th+ Item,3041,Mejai's Soulstealer,0.5508,3457
16.1,4th+ Item,3089,Rabadon's Deathcap,0.2961,8855
16.1,4th+ Item,3100,Lich Bane,-3.5189,167
16.1,4th+ Item,3102,Banshee's Veil,0.1964,1546
16.1,4th+ Item,3115,Nashor's Tooth,-0.3849,906
16.1,4th+ Item,3135,Void Staff,0.405,8671
16.1,4th+ Item,3137,Cryptbloom,1.9603,227
16.1,4th+ Item,3146,Hextech Gunblade,0.9041,136
16.1,4th+ Item,3152,Hextech Rocketbelt,0.3928,838
16.1,4th+ Item,3157,Zhonya's Hourglass,-0.9778,10288
16.1,4th+ Item,3165,Morellonomicon,1.7087,443
16.1,4th+ Item,4645,Shadowflame,0.8964,3363
16.1,4th+ Item,4646,Stormsurge,-0.1931,1197
16.1,4th+ Item,6655,Luden's Echo,0.4968,101
16.1,All Items,2510,Dusk and Dawn,0.7139,84613
16.1,All Items,2522,Actualizer,-9.715,135
16.1,All Items,3041,Mejai's Soulstealer,0.9554,10132
16.1,All Items,3089,Rabadon's Deathcap,0.3484,47156
16.1,All Items,3100,Lich Bane,-1.2114,20843
16.1,All Items,3102,Banshee's Veil,0.1186,2374
16.1,All Items,3115,Nashor's Tooth,0.1075,18367
16.1,All Items,3135,Void Staff,0.3197,11472
16.1,All Items,3137,Cryptbloom,1.9211,339
16.1,All Items,3146,Hextech Gunblade,0.9142,1389
16.1,All Items,3152,Hextech Rocketbelt,-1.1786,24238
16.1,All Items,3157,Zhonya's Hourglass,-0.8762,19031
16.1,All Items,3165,Morellonomicon,-0.8324,789
16.1,All Items,4633,Riftmaker,-1.1168,283
16.1,All Items,4645,Shadowflame,-0.2294,68506
16.1,All Items,4646,Stormsurge,-0.1315,7404
16.1,All Items,6653,Liandry's Torment,-3.624,147
16.1,All Items,6655,Luden's Echo,-1.6306,1388
16.1,All Items,8010,Bloodletter's Curse,-2.9629,108
