patch,category,id,name,wpa,sample_size
16.1,Keystone,8369,First Strike,0.4721,22747
16.1,Keystone,8230,Stormraider's Surge,-0.4153,230
16.1,Keystone,8010,Conqueror,1.1008,2576
16.1,Keystone,9923,Hail of Blades,-1.0474,6160
16.1,Keystone,8021,Fleet Footwork,1.6354,163
16.1,Keystone,8005,Press the Attack,-0.6298,716
16.1,Keystone,8008,Lethal Tempo,1.1985,123
16.1,Keystone,8128,Dark Harvest,-0.0073,239782
16.1,Keystone,8112,Electrocute,-0.9789,5223
16.1,Spell,4,Flash,-0.0001,277567
16.1,Spell,6,Ghost,1.0251,125
16.1,Spell,11,Smite,0.0,277934
16.1,Spell,14,Ignite,0.2062,207
16.1,Starter,1101,Scorchclaw Pup,0.3799,147572
16.1,Starter,1102,Gustwalker Hatchling,-0.536,126060
16.1,Starter,1103,Mosstomper Seedling,2.97,3875
16.1,Boots,3009,Boots of Swiftness,1.4236,428
16.1,Boots,3020,Sorcerer's Shoes,0.0228,213719
16.1,Boots,3047,Plated Steelcaps,3.2714,4109
16.1,Boots,3111,Mercury's Treads,0.5695,35083
16.1,Boots,3158,Ionian Boots of Lucidity,-1.6761,1587
16.1,1st Item,2510,Dusk and Dawn,0.3945,212195
16.1,1st Item,3041,Mejai's Soulstealer,-3.6474,218
16.1,1st Item,3089,Rabadon's Deathcap,-4.4767,375
16.1,1st Item,3100,Lich Bane,-3.3086,7954
16.1,1st Item,3115,Nashor's Tooth,-0.3338,28324
16.1,1st Item,3146,Hextech Gunblade,0.0619,192
16.1,1st Item,3152,Hextech Rocketbelt,-2.0912,20694
16.1,1st Item,4645,Shadowflame,-0.1425,470
16.1,1st Item,4646,Stormsurge,-1.0761,519
16.1,2nd Item,2510,Dusk and Dawn,1.6268,26995
16.1,2nd Item,3041,Mejai's Soulstealer,1.4191,8584
16.1,2nd Item,3089,Rabadon's Deathcap,-0.3092,11965
16.1,2nd Item,3100,Lich Bane,-1.2985,13124
16.1,2nd Item,3102,Banshee's Veil,4.0599,284
16.1,2nd Item,3115,Nashor's Tooth,0.7961,26468
16.1,2nd Item,3135,Void Staff,-3.9409,350
16.1,2nd Item,3146,Hextech Gunblade,0.3565,436
16.1,2nd Item,3152,Hextech Rocketbelt,-0.1811,25720
16.1,2nd Item,3157,Zhonya's Hourglass,-0.4989,3963
16.1,2nd Item,3165,Morellonomicon,-1.786,115
16.1,2nd Item,4633,Riftmaker,-2.0366,293
16.1,2nd Item,4645,Shadowflame,-0.3761,126774
16.1,2nd Item,4646,Stormsurge,-0.2613,4492
16.1,2nd Item,6653,Liandry's Torment,2.4278,202
16.1,3rd Item,2510,Dusk and Dawn,2.4285,1391
16.1,3rd Item,3041,Mejai's Soulstealer,0.1073,10978
16.1,3rd Item,3089,Rabadon's Deathcap,0.5476,83922
16.1,3rd Item,3100,Lich Bane,-1.7649,1141
16.1,3rd Item,3102,Banshee's Veil,0.6743,1745
16.1,3rd Item,3115,Nashor's Tooth,0.3062,2894
16.1,3rd Item,3135,Void Staff,-0.3949,5443
16.1,3rd Item,3137,Cryptbloom,1.9897,279
16.1,3rd Item,3146,Hextech Gunblade,-0.7151,242
16.1,3rd Item,3152,Hextech Rocketbelt,-0.5827,4333
