patch,category,id,name,wpa,sample_size
16.1,Keystone,8230,Stormraider's Surge,0.1863,32679
16.1,Keystone,8010,Conqueror,0.0124,109921
16.1,Keystone,8021,Fleet Footwork,-2.7013,160
16.1,Keystone,8360,Unsealed Spellbook,1.8035,393
16.1,Keystone,8437,Grasp of the Undying,-1.8343,1931
16.1,Spell,3,Exhaust,-4.6545,1035
16.1,Spell,4,Flash,-0.0032,144640
16.1,Spell,6,Ghost,-0.68,3850
16.1,Spell,12,Teleport,-4.082,7031
16.1,Spell,14,Ignite,0.2747,134355
16.1,Starter,1036,Long Sword,-1.262,395
16.1,Starter,1054,Doran's Shield,-0.0551,109736
16.1,Starter,1055,Doran's Blade,0.1998,34352
16.1,Starter,1083,Cull,-0.4983,527
16.1,Boots,3006,Berserker's Greaves,-0.1061,92941
16.1,Boots,3009,Boots of Swiftness,1.1306,25550
16.1,Boots,3047,Plated Steelcaps,0.2813,15425
16.1,Boots,3111,Mercury's Treads,-1.693,7177
16.1,Boots,3158,Ionian Boots of Lucidity,1.9324,236
16.1,1st Item,3033,Mortal Reminder,-4.2656,192
16.1,1st Item,3046,Phantom Dancer,-2.9692,392
16.1,1st Item,3068,Sunfire Aegis,-4.7654,254
16.1,1st Item,3071,Black Cleaver,-3.4027,1644
16.1,1st Item,3075,Thornmail,3.3889,158
16.1,1st Item,3078,Trinity Force,-0.5812,2239
16.1,1st Item,3084,Heartsteel,-11.7622,108
16.1,1st Item,3161,Spear of Shojin,2.2214,151
16.1,1st Item,3181,Hullbreaker,-0.0568,117
16.1,1st Item,3742,Dead Man's Plate,-2.9179,194
16.1,1st Item,4401,Force of Nature,-0.6748,120
16.1,1st Item,6631,Stridebreaker,0.1206,132933
16.1,1st Item,6664,Hollow Radiance,-5.1526,127
16.1,1st Item,6695,Serpent's Fang,-0.9045,288
16.1,2nd Item,2504,Kaenic Rookern,-4.6326,117
16.1,2nd Item,2512,Fiendhunter Bolts,-2.505,849
16.1,2nd Item,2517,Endless Hunger,3.8328,123
16.1,2nd Item,3031,Infinity Edge,-4.3093,454
16.1,2nd Item,3033,Mortal Reminder,-0.8827,7011
16.1,2nd Item,3036,Lord Dominik's Regards,-2.86,492
16.1,2nd Item,3046,Phantom Dancer,0.5714,76960
16.1,2nd Item,3053,Sterak's Gage,-1.073,1065
16.1,2nd Item,3065,Spirit Visage,-3.5873,117
16.1,2nd Item,3071,Black Cleaver,-0.3437,13284
16.1,2nd Item,3075,Thornmail,0.272,527
16.1,2nd Item,3078,Trinity Force,1.0845,778
16.1,2nd Item,3091,Wit's End,-7.2947,128
16.1,2nd Item,3097,Stormrazor,-2.1272,4230
