patch,category,id,name,wpa,sample_size
16.1,Keystone,8369,First Strike,2.1178,6175
16.1,Keystone,8214,Summon Aery,1.3519,943
16.1,Keystone,8229,Arcane Comet,-0.1629,67458
16.1,Keystone,8128,Dark Harvest,-0.2921,16053
16.1,Keystone,8112,Electrocute,0.6555,2341
16.1,Spell,1,Cleanse,3.0157,422
16.1,Spell,3,Exhaust,0.8747,2209
16.1,Spell,4,Flash,0.0047,93234
16.1,Spell,6,Ghost,-0.0168,630
16.1,Spell,7,Heal,-4.3284,412
16.1,Spell,12,Teleport,-0.3842,59393
16.1,Spell,14,Ignite,-0.2143,6810
16.1,Spell,21,Barrier,0.9593,23384
16.1,Starter,1056,Doran's Ring,0.0612,90599
16.1,Starter,1082,Dark Seal,1.1098,529
16.1,Starter,3070,Tear of the Goddess,-3.7457,1569
16.1,Boots,3009,Boots of Swiftness,-4.4777,380
16.1,Boots,3020,Sorcerer's Shoes,0.1546,81880
16.1,Boots,3047,Plated Steelcaps,4.6695,508
16.1,Boots,3111,Mercury's Treads,-0.8653,1476
16.1,Boots,3158,Ionian Boots of Lucidity,0.1665,4427
16.1,1st Item,2503,Blackfire Torch,2.2204,424
16.1,1st Item,2522,Actualizer,-4.4177,201
16.1,1st Item,3003,Archangel's Staff,2.0377,806
16.1,1st Item,3118,Malignance,-0.1985,22592
16.1,1st Item,3157,Zhonya's Hourglass,-1.6921,312
16.1,1st Item,4646,Stormsurge,0.8937,1251
16.1,1st Item,6655,Luden's Echo,0.0192,64062
16.1,1st Item,6657,Rod of Ages,-0.177,232
16.1,2nd Item,2522,Actualizer,-3.8873,366
16.1,2nd Item,3003,Archangel's Staff,1.3175,842
16.1,2nd Item,3041,Mejai's Soulstealer,0.6177,2211
16.1,2nd Item,3089,Rabadon's Deathcap,-0.4055,2353
16.1,2nd Item,3102,Banshee's Veil,0.0632,455
16.1,2nd Item,3118,Malignance,-1.1138,3821
16.1,2nd Item,3135,Void Staff,-2.8487,351
16.1,2nd Item,3137,Cryptbloom,-2.4628,107
16.1,2nd Item,3157,Zhonya's Hourglass,-1.8252,3256
16.1,2nd Item,3165,Morellonomicon,-2.6369,167
16.1,2nd Item,4628,Horizon Focus,0.376,6472
16.1,2nd Item,4645,Shadowflame,-0.678,22623
16.1,2nd Item,4646,Stormsurge,0.5973,37236
16.1,2nd Item,6653,Liandry's Torment,1.048,215
16.1,2nd Item,6655,Luden's Echo,1.2229,2100
16.1,3rd Item,2522,Actualizer,-5.6494,206
16.1,3rd Item,3003,Archangel's Staff,3.653,270
16.1,3rd Item,3041,Mejai's Soulstealer,0.8637,3445
16.1,3rd Item,3089,Rabadon's Deathcap,0.1689,18176
16.1,3rd Item,3102,Banshee's Veil,-1.4087,697
16.1,3rd Item,3118,Malignance,0.9411,1031
16.1,3rd Item,3135,Void Staff,-0.3031,2075
16.1,3rd Item,3137,Cryptbloom,-0.8831,388
16.1,3rd Item,3157,Zhonya's Hourglass,-0.8031,4472
16.1,3rd Item,3165,Morellonomicon,0.6782,471
16.1,3rd Item,4628,Horizon Focus,-0.462,1747
16.1,3rd Item,4645,Shadowflame,-0.1222,18288
16.1,3rd Item,4646,Stormsurge,0.15,6110
16.1,3rd Item,6653,Liandry's Torment,2.0439,134
16.1,3rd Item,6655,Luden's Echo,-1.1962,377
16.1,4th+ Item,2522,Actualizer,-0.6327,126
16.1,4th+ Item,3041,Mejai's Soulstealer,0.8464,2746
16.1,4th+ Item,3089,Rabadon's Deathcap,0.2544,9309
16.1,4th+ Item,3102,Banshee's Veil,-0.6991,900
16.1,4th+ Item,3118,Malignance,-0.3513,920
16.1,4th+ Item,3135,Void Staff,-0.0537,4602
16.1,4th+ Item,3137,Cryptbloom,-0.2453,551
16.1,4th+ Item,3157,Zhonya's Hourglass,-0.5221,3666
16.1,4th+ Item,3165,Morellonomicon,-0.6625,601
16.1,4th+ Item,4628,Horizon Focus,0.1507,1877
16.1,4th+ Item,4645,Shadowflame,-0.6765,3915
16.1,4th+ Item,4646,Stormsurge,1.3451,1944
16.1,4th+ Item,6655,Luden's Echo,-2.1499,219
16.1,All Items,2503,Blackfire Torch,1.567,502
16.1,All Items,2510,Dusk and Dawn,-2.9879,111
16.1,All Items,2522,Actualizer,-3.9443,906
16.1,All Items,3003,Archangel's Staff,1.8854,1966
16.1,All Items,3041,Mejai's Soulstealer,0.8394,8485
16.1,All Items,3089,Rabadon's Deathcap,0.144,29915
16.1,All Items,3100,Lich Bane,-0.6331,218
16.1,All Items,3102,Banshee's Veil,-0.7339,2095
16.1,All Items,3118,Malignance,-0.2875,28379
16.1,All Items,3135,Void Staff,-0.2495,7090
16.1,All Items,3137,Cryptbloom,-0.701,1054
16.1,All Items,3146,Hextech Gunblade,-4.0096,127
16.1,All Items,3157,Zhonya's Hourglass,-1.02,11741
16.1,All Items,3165,Morellonomicon,-0.5341,1252
16.1,All Items,4628,Horizon Focus,0.2149,10145
16.1,All Items,4645,Shadowflame,-0.4482,44913
16.1,All Items,4646,Stormsurge,0.5776,46568
16.1,All Items,6653,Liandry's Torment,1.458,438
16.1,All Items,6655,Luden's Echo,0.043,66764
16.1,All Items,6657,Rod of Ages,0.8763,245
16.2,Keystone,8369,First Strike,2.353,4808
16.2,Keystone,8214,Summon Aery,2.739,889
16.2,Keystone,8229,Arcane Comet,-0.0471,64957
16.2,Keystone,8128,Dark Harvest,-0.5936,14743
16.2,Keystone,8112,Electrocute,-0.1193,2566
16.2,Spell,1,Cleanse,2.2735,511
16.2,Spell,3,Exhaust,1.4123,2535
16.2,Spell,4,Flash,0.0042,88198
16.2,Spell,6,Ghost,2.7535,974
16.2,Spell,7,Heal,0.3356,559
16.2,Spell,12,Teleport,-0.6841,51556
16.2,Spell,14,Ignite,0.115,6796
16.2,Spell,21,Barrier,1.0483,25289
16.2,Starter,1056,Doran's Ring,0.0772,85894
16.2,Starter,1082,Dark Seal,0.6769,530
16.2,Starter,3070,Tear of the Goddess,-4.1651,1346
16.2,Boots,3009,Boots of Swiftness,-0.3225,439
16.2,Boots,3020,Sorcerer's Shoes,0.2361,76853
16.2,Boots,3047,Plated Steelcaps,1.8746,892
16.2,Boots,3111,Mercury's Treads,-1.2367,2085
16.2,Boots,3158,Ionian Boots of Lucidity,-0.2859,4028
16.2,1st Item,2503,Blackfire Torch,-1.2568,534
16.2,1st Item,3003,Archangel's Staff,-1.2169,620
16.2,1st Item,3118,Malignance,-0.3088,21236
16.2,1st Item,3157,Zhonya's Hourglass,-0.6856,303
16.2,1st Item,4646,Stormsurge,0.2504,1365
16.2,1st Item,6655,Luden's Echo,0.141,60906
16.2,1st Item,6657,Rod of Ages,-0.8443,204
16.2,2nd Item,3003,Archangel's Staff,-0.2608,796
16.2,2nd Item,3041,Mejai's Soulstealer,1.1425,2145
16.2,2nd Item,3089,Rabadon's Deathcap,-0.07,2359
16.2,2nd Item,3102,Banshee's Veil,-0.3232,436
16.2,2nd Item,3118,Malignance,-1.0035,3296
16.2,2nd Item,3135,Void Staff,-4.1811,373
16.2,2nd Item,3137,Cryptbloom,-3.8915,132
16.2,2nd Item,3157,Zhonya's Hourglass,-2.1586,3390
16.2,2nd Item,3165,Morellonomicon,-5.2117,175
16.2,2nd Item,4628,Horizon Focus,-0.0651,4397
16.2,2nd Item,4645,Shadowflame,-0.4002,22608
16.2,2nd Item,4646,Stormsurge,0.703,36245
16.2,2nd Item,6653,Liandry's Torment,-3.3155,247
16.2,2nd Item,6655,Luden's Echo,-2.1789,1675
16.2,3rd Item,3003,Archangel's Staff,3.0587,208
16.2,3rd Item,3041,Mejai's Soulstealer,0.6028,3554
16.2,3rd Item,3089,Rabadon's Deathcap,0.2454,16510
16.2,3rd Item,3102,Banshee's Veil,-0.5478,722
