patch,category,id,name,wpa,sample_size
16.1,Keystone,8369,First Strike,2.2902,4115
16.1,Keystone,8214,Summon Aery,-3.4997,201
16.1,Keystone,8229,Arcane Comet,-0.3492,6839
16.1,Keystone,8128,Dark Harvest,-0.8794,5666
16.1,Keystone,8112,Electrocute,-7.2259,111
16.1,Spell,1,Cleanse,2.3125,117
16.1,Spell,3,Exhaust,0.8822,2227
16.1,Spell,4,Flash,0.0,16966
16.1,Spell,6,Ghost,-2.7045,151
16.1,Spell,7,Heal,0.8328,360
16.1,Spell,12,Teleport,0.0103,8697
16.1,Spell,14,Ignite,-8.6456,482
16.1,Spell,21,Barrier,0.3956,4932
16.1,Starter,1056,Doran's Ring,0.0498,16661
16.1,Starter,3070,Tear of the Goddess,0.2605,145
16.1,Boots,3020,Sorcerer's Shoes,0.3536,14515
16.1,Boots,3158,Ionian Boots of Lucidity,-0.1699,846
16.1,1st Item,2503,Blackfire Torch,-3.801,210
16.1,1st Item,3118,Malignance,0.2072,9746
16.1,1st Item,4646,Stormsurge,4.8847,150
16.1,1st Item,6655,Luden's Echo,-0.4172,6198
16.1,2nd Item,3041,Mejai's Soulstealer,1.2139,517
16.1,2nd Item,3089,Rabadon's Deathcap,-0.732,494
16.1,2nd Item,3118,Malignance,-5.9612,354
16.1,2nd Item,3135,Void Staff,-9.0677,111
16.1,2nd Item,3157,Zhonya's Hourglass,-3.0492,154
16.1,2nd Item,4628,Horizon Focus,-0.1761,2524
16.1,2nd Item,4645,Shadowflame,-0.663,3399
16.1,2nd Item,4646,Stormsurge,0.7774,7463
16.1,2nd Item,6655,Luden's Echo,3.5769,172
16.1,3rd Item,3041,Mejai's Soulstealer,1.9657,769
16.1,3rd Item,3089,Rabadon's Deathcap,-0.0581,4549
16.1,3rd Item,3102,Banshee's Veil,-3.0366,107
16.1,3rd Item,3118,Malignance,-0.2661,151
16.1,3rd Item,3135,Void Staff,-0.793,735
16.1,3rd Item,3137,Cryptbloom,1.193,172
16.1,3rd Item,3157,Zhonya's Hourglass,-1.1001,577
16.1,3rd Item,4628,Horizon Focus,0.0281,401
16.1,3rd Item,4645,Shadowflame,-0.1775,4250
16.1,3rd Item,4646,Stormsurge,0.8326,970
16.1,4th+ Item,3041,Mejai's Soulstealer,0.5936,1342
16.1,4th+ Item,3089,Rabadon's Deathcap,-0.0882,3190
16.1,4th+ Item,3102,Banshee's Veil,0.138,319
16.1,4th+ Item,3118,Malignance,-2.0454,185
16.1,4th+ Item,3135,Void Staff,0.0621,2553
16.1,4th+ Item,3137,Cryptbloom,-0.1655,258
16.1,4th+ Item,3157,Zhonya's Hourglass,-0.9208,1066
16.1,4th+ Item,4628,Horizon Focus,0.913,689
16.1,4th+ Item,4645,Shadowflame,0.1848,1579
16.1,4th+ Item,4646,Stormsurge,-0.0272,640
16.1,All Items,2503,Blackfire Torch,-4.3031,228
16.1,All Items,2522,Actualizer,-3.5105,241
16.1,All Items,2526,Whispering Circlet,-2.9333,132
16.1,All Items,3003,Archangel's Staff,2.8371,211
16.1,All Items,3041,Mejai's Soulstealer,1.0678,2674
16.1,All Items,3089,Rabadon's Deathcap,-0.092,8250
16.1,All Items,3102,Banshee's Veil,-0.247,484
16.1,All Items,3118,Malignance,-0.0533,10452
16.1,All Items,3135,Void Staff,-0.423,3432
16.1,All Items,3137,Cryptbloom,0.628,481
16.1,All Items,3157,Zhonya's Hourglass,-1.1928,1829
16.1,All Items,3165,Morellonomicon,0.4483,104
16.1,All Items,4628,Horizon Focus,0.1049,3639
16.1,All Items,4645,Shadowflame,-0.2783,9262
16.1,All Items,4646,Stormsurge,0.7938,9242
16.1,All Items,6616,Staff of Flowing Water,0.8358,115
16.1,All Items,6620,Echoes of Helia,1.253,134
16.1,All Items,6655,Luden's Echo,-0.2403,6510
16.2,Keystone,8369,First Strike,2.4919,2835
16.2,Keystone,8214,Summon Aery,2.292,150
16.2,Keystone,8229,Arcane Comet,-0.7592,7442
16.2,Keystone,8128,Dark Harvest,-0.1997,5680
16.2,Keystone,8112,Electrocute,-1.7303,106
16.2,Spell,1,Cleanse,0.2036,151
16.2,Spell,3,Exhaust,0.4098,2352
16.2,Spell,4,Flash,-0.0054,16246
16.2,Spell,6,Ghost,-3.7761,155
16.2,Spell,7,Heal,3.3511,415
16.2,Spell,12,Teleport,-0.2024,7565
16.2,Spell,14,Ignite,-1.654,410
16.2,Spell,21,Barrier,0.0957,5202
16.2,Starter,1056,Doran's Ring,0.0141,15997
