patch,category,id,name,wpa,sample_size
16.1,Keystone,8369,First Strike,1.6015,340
16.1,Keystone,8010,Conqueror,-0.1345,523
16.1,Keystone,8214,Summon Aery,0.6841,3481
16.1,Keystone,8229,Arcane Comet,-1.3498,1757
16.1,Keystone,8128,Dark Harvest,3.6636,131
16.1,Keystone,8112,Electrocute,-1.1375,284
16.1,Spell,3,Exhaust,3.0712,300
16.1,Spell,4,Flash,-0.0174,6578
16.1,Spell,6,Ghost,5.1524,183
16.1,Spell,7,Heal,0.5172,177
16.1,Spell,12,Teleport,-0.5062,5093
16.1,Spell,14,Ignite,-0.3113,152
16.1,Spell,21,Barrier,1.221,646
16.1,Starter,1056,Doran's Ring,-0.1157,5264
16.1,Starter,3070,Tear of the Goddess,0.4837,1278
16.1,Boots,3020,Sorcerer's Shoes,-1.7583,1855
16.1,Boots,3111,Mercury's Treads,-0.0507,166
16.1,Boots,3158,Ionian Boots of Lucidity,0.6149,4101
16.1,1st Item,2503,Blackfire Torch,0.7238,2693
16.1,1st Item,2526,Whispering Circlet,-1.0441,140
16.1,1st Item,3003,Archangel's Staff,1.4117,1541
16.1,1st Item,3116,Rylai's Crystal Scepter,-3.7679,189
16.1,1st Item,3118,Malignance,2.7039,180
16.1,1st Item,6620,Echoes of Helia,4.022,183
16.1,1st Item,6655,Luden's Echo,-2.1533,1092
16.1,1st Item,6657,Rod of Ages,-5.0932,108
16.1,2nd Item,2503,Blackfire Torch,1.3957,163
16.1,2nd Item,2522,Actualizer,0.7543,107
16.1,2nd Item,2526,Whispering Circlet,2.8027,874
16.1,2nd Item,3003,Archangel's Staff,-1.0644,994
16.1,2nd Item,3116,Rylai's Crystal Scepter,-0.8406,1018
16.1,2nd Item,4628,Horizon Focus,-3.4998,242
16.1,2nd Item,4645,Shadowflame,-2.4283,386
16.1,2nd Item,6620,Echoes of Helia,1.9768,986
16.1,2nd Item,6653,Liandry's Torment,-0.1674,380
16.1,2nd Item,6655,Luden's Echo,2.2316,130
16.1,3rd Item,2522,Actualizer,0.6482,110
16.1,3rd Item,2526,Whispering Circlet,1.4407,873
16.1,3rd Item,3003,Archangel's Staff,-3.1505,156
16.1,3rd Item,3089,Rabadon's Deathcap,1.776,263
16.1,3rd Item,3116,Rylai's Crystal Scepter,-0.447,518
16.1,3rd Item,3137,Cryptbloom,-0.4801,199
16.1,3rd Item,4628,Horizon Focus,1.1054,152
16.1,3rd Item,4645,Shadowflame,-2.0629,172
16.1,3rd Item,6617,Moonstone Renewer,0.8958,225
16.1,3rd Item,6620,Echoes of Helia,4.1453,441
16.1,3rd Item,6653,Liandry's Torment,-2.4256,307
16.1,4th+ Item,3089,Rabadon's Deathcap,2.485,216
16.1,4th+ Item,3116,Rylai's Crystal Scepter,-0.0812,181
16.1,4th+ Item,6617,Moonstone Renewer,0.5898,378
16.1,4th+ Item,6621,Dawncore,0.1487,176
16.1,All Items,2503,Blackfire Torch,0.5135,2940
16.1,All Items,2522,Actualizer,-2.9072,326
16.1,All Items,2526,Whispering Circlet,2.0126,1957
16.1,All Items,3003,Archangel's Staff,0.268,2726
16.1,All Items,3041,Mejai's Soulstealer,0.0142,191
16.1,All Items,3089,Rabadon's Deathcap,1.0238,525
16.1,All Items,3107,Redemption,1.3534,136
16.1,All Items,3116,Rylai's Crystal Scepter,-0.9513,1907
16.1,All Items,3118,Malignance,0.7453,270
16.1,All Items,3137,Cryptbloom,-0.2518,325
16.1,All Items,3157,Zhonya's Hourglass,-6.2566,242
16.1,All Items,3165,Morellonomicon,-1.1518,123
16.1,All Items,4628,Horizon Focus,-1.3308,464
16.1,All Items,4629,Cosmic Drive,-1.8708,117
16.1,All Items,4645,Shadowflame,-2.0509,631
16.1,All Items,6617,Moonstone Renewer,0.4849,704
16.1,All Items,6620,Echoes of Helia,2.6831,1668
16.1,All Items,6621,Dawncore,-0.8117,202
16.1,All Items,6653,Liandry's Torment,-1.792,852
16.1,All Items,6655,Luden's Echo,-1.8599,1284
16.1,All Items,6657,Rod of Ages,-3.6725,116
16.2,Keystone,8369,First Strike,7.9556,235
16.2,Keystone,8010,Conqueror,0.3912,416
16.2,Keystone,8214,Summon Aery,0.9217,3135
16.2,Keystone,8229,Arcane Comet,-1.8133,1560
16.2,Keystone,8128,Dark Harvest,-8.6544,118
16.2,Keystone,8112,Electrocute,-2.854,197
16.2,Spell,3,Exhaust,0.6899,362
16.2,Spell,4,Flash,-0.0169,5755
16.2,Spell,6,Ghost,-0.7013,194
16.2,Spell,7,Heal,0.7314,188
16.2,Spell,12,Teleport,0.0245,4205
16.2,Spell,14,Ignite,0.8407,159
16.2,Spell,21,Barrier,-0.8995,629
16.2,Starter,1056,Doran's Ring,0.4678,4620
16.2,Starter,3070,Tear of the Goddess,-1.7794,1085
16.2,Boots,3020,Sorcerer's Shoes,-3.0525,1610
16.2,Boots,3111,Mercury's Treads,-1.2048,181
16.2,Boots,3158,Ionian Boots of Lucidity,2.2295,3577
16.2,1st Item,2503,Blackfire Torch,1.211,2680
16.2,1st Item,3003,Archangel's Staff,0.2293,1215
16.2,1st Item,3116,Rylai's Crystal Scepter,-1.5044,246
16.2,1st Item,3118,Malignance,-1.1675,150
16.2,1st Item,6620,Echoes of Helia,-1.3447,105
16.2,1st Item,6655,Luden's Echo,-2.2663,777
16.2,1st Item,6657,Rod of Ages,-1.9706,261
16.2,2nd Item,2503,Blackfire Torch,0.1895,173
16.2,2nd Item,2526,Whispering Circlet,0.0177,614
16.2,2nd Item,3003,Archangel's Staff,0.2793,1275
16.2,2nd Item,3116,Rylai's Crystal Scepter,0.5768,1102
16.2,2nd Item,4628,Horizon Focus,-2.6186,105
16.2,2nd Item,4645,Shadowflame,-5.7843,304
16.2,2nd Item,6620,Echoes of Helia,0.1603,741
16.2,2nd Item,6653,Liandry's Torment,0.5791,272
16.2,2nd Item,6655,Luden's Echo,-2.1832,120
16.2,3rd Item,2526,Whispering Circlet,-0.1044,686
16.2,3rd Item,3003,Archangel's Staff,-0.8259,188
16.2,3rd Item,3089,Rabadon's Deathcap,-0.6316,251
16.2,3rd Item,3116,Rylai's Crystal Scepter,0.7779,676
16.2,3rd Item,3137,Cryptbloom,-7.1899,134
16.2,3rd Item,4628,Horizon Focus,3.1251,115
16.2,3rd Item,4645,Shadowflame,0.2539,170
16.2,3rd Item,6620,Echoes of Helia,2.1585,407
16.2,3rd Item,6653,Liandry's Torment,1.2115,223
16.2,4th+ Item,3089,Rabadon's Deathcap,2.0884,202
16.2,4th+ Item,3116,Rylai's Crystal Scepter,-1.3581,164
16.2,4th+ Item,6617,Moonstone Renewer,0.9269,238
16.2,4th+ Item,6621,Dawncore,-1.1567,104
16.2,All Items,2503,Blackfire Torch,1.0572,2945
16.2,All Items,2522,Actualizer,-2.7438,137
16.2,All Items,2526,Whispering Circlet,-0.1614,1422
16.2,All Items,3003,Archangel's Staff,0.1864,2714
16.2,All Items,3041,Mejai's Soulstealer,-0.0936,188
16.2,All Items,3089,Rabadon's Deathcap,0.6921,479
16.2,All Items,3116,Rylai's Crystal Scepter,0.2598,2189
16.2,All Items,3118,Malignance,1.0264,217
16.2,All Items,3137,Cryptbloom,-4.0449,236
16.2,All Items,3157,Zhonya's Hourglass,2.2148,207
16.2,All Items,4628,Horizon Focus,0.152,267
16.2,All Items,4629,Cosmic Drive,1.7557,151
16.2,All Items,4645,Shadowflame,-3.5091,539
16.2,All Items,6617,Moonstone Renewer,0.5337,393
16.2,All Items,6620,Echoes of Helia,0.8316,1332
16.2,All Items,6621,Dawncore,-1.7115,120
16.2,All Items,6653,Liandry's Torment,-0.1146,649
16.2,All Items,6655,Luden's Echo,-2.0604,969
16.2,All Items,6657,Rod of Ages,-1.6391,266
16.3,Keystone,8369,First Strike,3.5299,295
16.3,Keystone,8010,Conqueror,2.9036,391
16.3,Keystone,8214,Summon Aery,-0.0404,3643
16.3,Keystone,8229,Arcane Comet,-1.2809,1851
16.3,Keystone,8128,Dark Harvest,-2.7021,183
16.3,Keystone,8112,Electrocute,5.1438,262
16.3,Spell,3,Exhaust,-5.6893,381
16.3,Spell,4,Flash,0.0125,6726
16.3,Spell,6,Ghost,-1.8484,239
16.3,Spell,7,Heal,2.3557,310
16.3,Spell,12,Teleport,0.099,4783
16.3,Spell,14,Ignite,0.3547,271
16.3,Spell,21,Barrier,1.7479,727
16.3,Starter,1056,Doran's Ring,0.3852,5333
16.3,Starter,3070,Tear of the Goddess,-1.6489,1311
16.3,Boots,3020,Sorcerer's Shoes,-0.9536,1848
16.3,Boots,3111,Mercury's Treads,-3.5573,206
16.3,Boots,3158,Ionian Boots of Lucidity,1.204,4140
16.3,1st Item,2503,Blackfire Torch,0.5598,2614
16.3,1st Item,3003,Archangel's Staff,0.8929,999
16.3,1st Item,3116,Rylai's Crystal Scepter,-3.4325,192
16.3,1st Item,3118,Malignance,-0.818,252
16.3,1st Item,6620,Echoes of Helia,1.8532,111
16.3,1st Item,6655,Luden's Echo,-1.2172,1167
16.3,1st Item,6657,Rod of Ages,-1.2277,882
16.3,2nd Item,2503,Blackfire Torch,2.73,203
16.3,2nd Item,2526,Whispering Circlet,0.0988,1084
16.3,2nd Item,3003,Archangel's Staff,0.5283,1328
16.3,2nd Item,3116,Rylai's Crystal Scepter,-0.4498,1141
16.3,2nd Item,4628,Horizon Focus,-0.9942,123
16.3,2nd Item,4645,Shadowflame,-1.6118,445
16.3,2nd Item,6620,Echoes of Helia,0.0708,791
16.3,2nd Item,6653,Liandry's Torment,-2.2615,244
16.3,3rd Item,2526,Whispering Circlet,0.1429,704
16.3,3rd Item,3003,Archangel's Staff,-0.1768,200
16.3,3rd Item,3089,Rabadon's Deathcap,0.7195,266
16.3,3rd Item,3116,Rylai's Crystal Scepter,-0.7675,659
16.3,3rd Item,3137,Cryptbloom,4.892,127
16.3,3rd Item,3157,Zhonya's Hourglass,-4.7201,114
16.3,3rd Item,4628,Horizon Focus,-1.3291,116
16.3,3rd Item,4645,Shadowflame,-1.6369,190
16.3,3rd Item,6617,Moonstone Renewer,1.7904,171
16.3,3rd Item,6620,Echoes of Helia,0.7979,744
16.3,3rd Item,6653,Liandry's Torment,-1.0977,337
16.3,4th+ Item,3089,Rabadon's Deathcap,-1.3693,243
16.3,4th+ Item,3116,Rylai's Crystal Scepter,0.0695,267
16.3,4th+ Item,6617,Moonstone Renewer,0.6349,324
16.3,4th+ Item,6621,Dawncore,-0.6058,108
16.3,All Items,2503,Blackfire Torch,0.6545,2900
16.3,All Items,2522,Actualizer,-1.2084,182
16.3,All Items,2526,Whispering Circlet,0.0459,1931
16.3,All Items,3003,Archangel's Staff,0.6291,2576
16.3,All Items,3041,Mejai's Soulstealer,1.9746,208
16.3,All Items,3089,Rabadon's Deathcap,-0.6636,544
16.3,All Items,3116,Rylai's Crystal Scepter,-0.7343,2260
16.3,All Items,3118,Malignance,-2.3458,349
16.3,All Items,3137,Cryptbloom,4.5273,245
16.3,All Items,3157,Zhonya's Hourglass,-1.3095,286
16.3,All Items,3165,Morellonomicon,0.6093,137
16.3,All Items,4628,Horizon Focus,-1.4636,283
16.3,All Items,4629,Cosmic Drive,0.3634,127
16.3,All Items,4645,Shadowflame,-1.6295,709
16.3,All Items,6617,Moonstone Renewer,1.5467,552
16.3,All Items,6620,Echoes of Helia,0.3786,1734
16.3,All Items,6621,Dawncore,0.4093,130
16.3,All Items,6653,Liandry's Torment,-0.8028,744
16.3,All Items,6655,Luden's Echo,-1.0337,1289
16.3,All Items,6657,Rod of Ages,-1.0792,893
16.4,Keystone,8369,First Strike,-1.2308,245
16.4,Keystone,8010,Conqueror,-2.2064,218
16.4,Keystone,8214,Summon Aery,0.9196,2509
16.4,Keystone,8229,Arcane Comet,-0.9875,1697
16.4,Keystone,8128,Dark Harvest,1.7673,141
16.4,Keystone,8112,Electrocute,-0.043,269
16.4,Spell,3,Exhaust,3.6639,293
16.4,Spell,4,Flash,0.0257,5143
16.4,Spell,6,Ghost,1.4418,131
16.4,Spell,7,Heal,-2.0911,173
16.4,Spell,12,Teleport,-0.4669,3747
16.4,Spell,14,Ignite,-4.7582,211
16.4,Spell,21,Barrier,2.8337,573
16.4,Starter,1056,Doran's Ring,-0.9115,3953
16.4,Starter,3070,Tear of the Goddess,3.1917,1130
16.4,Boots,3020,Sorcerer's Shoes,-0.5785,1590
16.4,Boots,3111,Mercury's Treads,0.9271,138
16.4,Boots,3158,Ionian Boots of Lucidity,0.804,2992
16.4,1st Item,2503,Blackfire Torch,0.7174,2109
16.4,1st Item,3003,Archangel's Staff,1.09,859
16.4,1st Item,3116,Rylai's Crystal Scepter,-1.4755,204
16.4,1st Item,3118,Malignance,4.097,214
16.4,1st Item,6655,Luden's Echo,-2.9058,1056
16.4,1st Item,6657,Rod of Ages,1.9169,278
16.4,2nd Item,2503,Blackfire Torch,-1.303,165
16.4,2nd Item,2526,Whispering Circlet,-0.0295,380
16.4,2nd Item,3003,Archangel's Staff,1.3718,1157
16.4,2nd Item,3116,Rylai's Crystal Scepter,-0.9931,1045
16.4,2nd Item,4645,Shadowflame,-3.5678,360
16.4,2nd Item,6620,Echoes of Helia,0.4326,671
16.4,2nd Item,6653,Liandry's Torment,2.14,191
16.4,3rd Item,2526,Whispering Circlet,0.4107,575
16.4,3rd Item,3003,Archangel's Staff,5.9878,191
16.4,3rd Item,3089,Rabadon's Deathcap,0.1808,237
16.4,3rd Item,3116,Rylai's Crystal Scepter,-0.9036,539
16.4,3rd Item,3137,Cryptbloom,-2.1398,103
16.4,3rd Item,3157,Zhonya's Hourglass,-1.4309,129
16.4,3rd Item,4645,Shadowflame,-0.926,193
16.4,3rd Item,6620,Echoes of Helia,1.73,287
16.4,3rd Item,6653,Liandry's Torment,-1.7676,183
16.4,4th+ Item,3089,Rabadon's Deathcap,2.2085,199
16.4,4th+ Item,3116,Rylai's Crystal Scepter,0.8869,122
16.4,4th+ Item,6617,Moonstone Renewer,0.6881,188
16.4,4th+ Item,6653,Liandry's Torment,2.4421,105
16.4,All Items,2503,Blackfire Torch,0.6115,2365
16.4,All Items,2526,Whispering Circlet,0.0441,1075
16.4,All Items,3003,Archangel's Staff,1.507,2237
16.4,All Items,3041,Mejai's Soulstealer,1.6422,180
16.4,All Items,3089,Rabadon's Deathcap,1.3407,469
16.4,All Items,3116,Rylai's Crystal Scepter,-0.8993,1910
16.4,All Items,3118,Malignance,2.4857,321
16.4,All Items,3137,Cryptbloom,-2.9983,207
16.4,All Items,3157,Zhonya's Hourglass,0.8616,278
16.4,All Items,4628,Horizon Focus,0.3345,173
16.4,All Items,4645,Shadowflame,-2.4317,623
16.4,All Items,6617,Moonstone Renewer,0.8876,307
16.4,All Items,6620,Echoes of Helia,0.4135,1095
16.4,All Items,6653,Liandry's Torment,0.3741,527
16.4,All Items,6655,Luden's Echo,-2.753,1169
16.4,All Items,6657,Rod of Ages,1.7955,291
16.5,Keystone,8369,First Strike,0.8474,353
16.5,Keystone,8010,Conqueror,1.4917,255
16.5,Keystone,8214,Summon Aery,-0.3029,2435
16.5,Keystone,8229,Arcane Comet,-0.5985,2045
16.5,Keystone,8128,Dark Harvest,0.9267,136
16.5,Keystone,8112,Electrocute,2.1754,302
16.5,Spell,3,Exhaust,-0.7766,262
16.5,Spell,4,Flash,0.0,5587
16.5,Spell,6,Ghost,-0.6293,143
16.5,Spell,7,Heal,-6.5428,212
16.5,Spell,12,Teleport,0.6272,3991
16.5,Spell,14,Ignite,-2.2164,260
16.5,Spell,21,Barrier,-0.5556,704
16.5,Starter,1056,Doran's Ring,0.4862,4035
16.5,Starter,3070,Tear of the Goddess,-1.1503,1487
16.5,Boots,3009,Boots of Swiftness,-3.4206,102
16.5,Boots,3020,Sorcerer's Shoes,0.1312,2031
16.5,Boots,3111,Mercury's Treads,-2.2976,163
16.5,Boots,3158,Ionian Boots of Lucidity,-0.119,2926
16.5,1st Item,2503,Blackfire Torch,0.4503,2292
16.5,1st Item,3003,Archangel's Staff,0.8283,942
16.5,1st Item,3116,Rylai's Crystal Scepter,3.5294,201
16.5,1st Item,3118,Malignance,-3.8038,202
16.5,1st Item,6655,Luden's Echo,-1.766,1306
16.5,1st Item,6657,Rod of Ages,0.6118,232
16.5,2nd Item,2503,Blackfire Torch,3.5581,113
16.5,2nd Item,2526,Whispering Circlet,-2.8371,340
16.5,2nd Item,3003,Archangel's Staff,1.429,1384
16.5,2nd Item,3116,Rylai's Crystal Scepter,1.0357,1046
16.5,2nd Item,4628,Horizon Focus,0.3297,137
16.5,2nd Item,4645,Shadowflame,-1.431,300
16.5,2nd Item,6620,Echoes of Helia,1.4377,517
16.5,2nd Item,6653,Liandry's Torment,-1.3032,474
16.5,3rd Item,2526,Whispering Circlet,2.3411,463
16.5,3rd Item,3003,Archangel's Staff,-0.4752,241
16.5,3rd Item,3089,Rabadon's Deathcap,0.0466,240
16.5,3rd Item,3116,Rylai's Crystal Scepter,-0.0893,628
16.5,3rd Item,3157,Zhonya's Hourglass,0.5601,125
16.5,3rd Item,4628,Horizon Focus,-3.344,134
16.5,3rd Item,4645,Shadowflame,-2.243,200
16.5,3rd Item,6620,Echoes of Helia,-0.5086,222
16.5,3rd Item,6653,Liandry's Torment,1.2602,307
16.5,4th+ Item,3089,Rabadon's Deathcap,-0.4308,251
16.5,4th+ Item,3116,Rylai's Crystal Scepter,0.8519,137
16.5,4th+ Item,3157,Zhonya's Hourglass,2.4407,125
16.5,4th+ Item,6617,Moonstone Renewer,0.7463,163
16.5,All Items,2503,Blackfire Torch,0.6413,2464
16.5,All Items,2526,Whispering Circlet,0.2017,884
16.5,All Items,3003,Archangel's Staff,1.0033,2608
16.5,All Items,3041,Mejai's Soulstealer,-3.2534,202
16.5,All Items,3089,Rabadon's Deathcap,-0.2709,529
16.5,All Items,3116,Rylai's Crystal Scepter,0.9207,2013
16.5,All Items,3118,Malignance,-3.8086,322
16.5,All Items,3137,Cryptbloom,-1.8636,187
16.5,All Items,3157,Zhonya's Hourglass,1.7668,321
