patch,category,id,name,wpa,sample_size
16.1,Keystone,8369,First Strike,-6.0277,222
16.1,Keystone,8010,Conqueror,0.0479,211554
16.1,Keystone,9923,Hail of Blades,3.1717,3051
16.1,Keystone,8005,Press the Attack,-0.6302,13025
16.1,Keystone,8008,Lethal Tempo,-5.5516,287
16.1,Keystone,8128,Dark Harvest,-10.0369,367
16.1,Keystone,8112,Electrocute,-17.1118,139
16.1,Spell,4,Flash,0.0025,228706
16.1,Spell,11,Smite,0.0,228897
16.1,Starter,1101,Scorchclaw Pup,0.5178,42582
16.1,Starter,1102,Gustwalker Hatchling,-0.2753,174286
16.1,Starter,1103,Mosstomper Seedling,2.231,11625
16.1,Boots,3006,Berserker's Greaves,-0.1667,3311
16.1,Boots,3009,Boots of Swiftness,0.9237,1792
16.1,Boots,3047,Plated Steelcaps,0.7347,93100
16.1,Boots,3111,Mercury's Treads,-0.566,91441
16.1,Boots,3158,Ionian Boots of Lucidity,-3.1296,250
16.1,1st Item,3032,Yun Tal Wildarrows,-1.381,316
16.1,1st Item,3078,Trinity Force,0.1369,29592
16.1,1st Item,3153,Blade of The Ruined King,-2.3299,11295
16.1,1st Item,3508,Essence Reaver,0.9021,956
16.1,1st Item,6610,Sundered Sky,-4.7453,407
16.1,1st Item,6672,Kraken Slayer,0.17,172710
16.1,1st Item,6673,Immortal Shieldbow,-1.2467,159
16.1,1st Item,6676,The Collector,-0.5097,6443
16.1,1st Item,6697,Hubris,-2.5424,278
16.1,2nd Item,2512,Fiendhunter Bolts,-3.8577,400
16.1,2nd Item,2517,Endless Hunger,-8.1443,161
16.1,2nd Item,3031,Infinity Edge,0.239,1458
16.1,2nd Item,3033,Mortal Reminder,1.3535,1389
16.1,2nd Item,3036,Lord Dominik's Regards,0.2666,2689
16.1,2nd Item,3071,Black Cleaver,-2.732,392
16.1,2nd Item,3078,Trinity Force,-1.6488,7113
16.1,2nd Item,3091,Wit's End,2.0684,525
16.1,2nd Item,3153,Blade of The Ruined King,0.0809,3148
16.1,2nd Item,3156,Maw of Malmortius,1.2796,511
16.1,2nd Item,3508,Essence Reaver,-0.2346,5550
16.1,2nd Item,3748,Titanic Hydra,0.2149,1199
16.1,2nd Item,6333,Death's Dance,1.9305,662
16.1,2nd Item,6610,Sundered Sky,-0.227,13246
16.1,2nd Item,6672,Kraken Slayer,-0.017,4321
16.1,2nd Item,6673,Immortal Shieldbow,1.8234,10714
16.1,2nd Item,6676,The Collector,-0.0386,151542
16.1,2nd Item,6695,Serpent's Fang,2.3393,851
16.1,3rd Item,2504,Kaenic Rookern,-2.3234,149
16.1,3rd Item,2512,Fiendhunter Bolts,-3.7969,291
16.1,3rd Item,2517,Endless Hunger,-4.4272,267
16.1,3rd Item,3026,Guardian Angel,1.2761,1234
16.1,3rd Item,3031,Infinity Edge,-0.9377,6462
16.1,3rd Item,3033,Mortal Reminder,0.4134,9232
16.1,3rd Item,3036,Lord Dominik's Regards,0.1644,31911
16.1,3rd Item,3053,Sterak's Gage,-0.3806,2546
16.1,3rd Item,3071,Black Cleaver,-0.3345,515
16.1,3rd Item,3078,Trinity Force,-2.2106,1097
16.1,3rd Item,3091,Wit's End,-0.8254,1796
16.1,3rd Item,3143,Randuin's Omen,0.6474,149
16.1,3rd Item,3153,Blade of The Ruined King,-1.4904,1117
16.1,3rd Item,3156,Maw of Malmortius,0.1713,2057
16.1,3rd Item,3508,Essence Reaver,-1.2592,477
16.1,3rd Item,3748,Titanic Hydra,-1.2513,270
16.1,3rd Item,6333,Death's Dance,-0.1904,7088
16.1,3rd Item,6609,Chempunk Chainsword,-3.4822,108
16.1,3rd Item,6610,Sundered Sky,-1.8164,4546
16.1,3rd Item,6672,Kraken Slayer,-1.6755,619
16.1,3rd Item,6673,Immortal Shieldbow,0.2726,83164
16.1,3rd Item,6676,The Collector,-0.8896,5765
16.1,3rd Item,6695,Serpent's Fang,-0.9747,1188
16.1,4th+ Item,2504,Kaenic Rookern,0.5299,887
16.1,4th+ Item,2512,Fiendhunter Bolts,-1.6719,395
16.1,4th+ Item,2517,Endless Hunger,-1.9009,357
16.1,4th+ Item,3026,Guardian Angel,1.234,19513
16.1,4th+ Item,3031,Infinity Edge,-0.8261,22462
16.1,4th+ Item,3033,Mortal Reminder,-0.181,7693
16.1,4th+ Item,3036,Lord Dominik's Regards,0.674,29285
